Active season,Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Real_value
0,Micheal Ray Richardson,New Jersey Nets,,14-Apr-85,PG,5-Jun,189,29,1978,6,1984-1985,1985,1
0,Derek Smith,Los Angeles Clippers,,7-Apr-85,SG,6-Jun,205,23,1982,2,1984-1985,1985,1
0,Calvin Natt,Denver Nuggets,,1-Apr-85,F,6-Jun,220,28,1979,5,1984-1985,1985,1
0,Kareem Abdul-Jabbar,Los Angeles Lakers,,24-Mar-85,C,2-Jul,225,37,1969,15,1984-1985,1985,1
0,Larry Bird,Boston Celtics,,17-Mar-85,SF,9-Jun,220,28,1978,5,1984-1985,1985,1
0,Darrell Griffith,Utah Jazz,,10-Mar-85,SG,4-Jun,190,26,1980,4,1984-1985,1985,1
0,Sleepy Floyd,Golden State Warriors,,3-Mar-85,PG,3-Jun,170,24,1982,2,1984-1985,1985,1
0,Mark Aguirre,Dallas Mavericks,,24-Feb-85,SF,6-Jun,232,25,1981,3,1984-1985,1985,1
0,Magic Johnson,Los Angeles Lakers,,17-Feb-85,PG,9-Jun,255,25,1979,5,1984-1985,1985,1
0,Dominique Wilkins,Atlanta Hawks,,3-Feb-85,SF,7-Jun,200,25,1982,2,1984-1985,1985,1
0,Tom McMillen,Washington Bullets,,27-Jan-85,PF,11-Jun,215,32,1974,9,1984-1985,1985,1
0,Michael Jordan,Chicago Bulls,,20-Jan-85,SG,6-Jun,215,22,1984,0,1984-1985,1985,1
0,World B. Free,Cleveland Cavaliers,,13-Jan-85,G,2-Jun,185,31,1975,9,1984-1985,1985,1
0,Isiah Thomas,Detroit Pistons,,6-Jan-85,PG,1-Jun,180,23,1981,3,1984-1985,1985,1
0,Micheal Ray Richardson,New Jersey Nets,,30-Dec-84,PG,5-Jun,189,29,1978,6,1984-1985,1985,1
0,Terry Cummings,Milwaukee Bucks,,23-Dec-84,PF,9-Jun,220,23,1982,2,1984-1985,1985,1
0,Derek Smith,Los Angeles Clippers,,16-Dec-84,SG,6-Jun,205,23,1982,2,1984-1985,1985,1
0,Orlando Woolridge,Chicago Bulls,,9-Dec-84,PF,9-Jun,215,25,1981,3,1984-1985,1985,1
0,Jack Sikma,Seattle SuperSonics,,2-Dec-84,C,11-Jun,230,29,1977,7,1984-1985,1985,1
0,Bernard King,New York Knicks,,25-Nov-84,SF,7-Jun,205,28,1977,7,1984-1985,1985,1
0,Moses Malone,Philadelphia Sixers,,18-Nov-84,C,10-Jun,215,29,1976,8,1984-1985,1985,1
0,Alex English,Denver Nuggets,,11-Nov-84,SF,7-Jun,190,31,1976,8,1984-1985,1985,1
0,Larry Nance,Phoenix Suns,,4-Nov-84,PF,10-Jun,205,26,1981,3,1984-1985,1985,1
0,Dominique Wilkins,Atlanta Hawks,,13-Apr-86,SF,7-Jun,200,26,1982,3,1985-1986,1986,1
0,Herb Williams,Indiana Pacers,,6-Apr-86,C,10-Jun,242,28,1981,4,1985-1986,1986,1
0,Charles Barkley,Philadelphia Sixers,,30-Mar-86,PF,6-Jun,252,23,1984,1,1985-1986,1986,1
0,Adrian Dantley,Utah Jazz,,23-Mar-86,SF,5-Jun,208,30,1976,9,1985-1986,1986,1
0,Larry Bird,Boston Celtics,,16-Mar-86,SF,9-Jun,220,29,1978,6,1985-1986,1986,1
0,Magic Johnson,Los Angeles Lakers,,9-Mar-86,PG,9-Jun,255,26,1979,6,1985-1986,1986,1
0,Charles Barkley,Philadelphia Sixers,,2-Mar-86,PF,6-Jun,252,23,1984,1,1985-1986,1986,1
0,Sidney Moncrief,Milwaukee Bucks,,23-Feb-86,SG,3-Jun,180,28,1979,6,1985-1986,1986,1
0,Larry Bird,Boston Celtics,,16-Feb-86,SF,9-Jun,220,29,1978,6,1985-1986,1986,1
0,Alex English,Denver Nuggets,,2-Feb-86,SF,7-Jun,190,32,1976,9,1985-1986,1986,1
0,Charles Barkley,Philadelphia Sixers,,26-Jan-86,PF,6-Jun,252,23,1984,1,1985-1986,1986,1
0,Larry Bird,Boston Celtics,,19-Jan-86,SF,9-Jun,220,29,1978,6,1985-1986,1986,1
0,Calvin Natt,Denver Nuggets,,12-Jan-86,F,6-Jun,220,29,1979,6,1985-1986,1986,1
0,Clyde Drexler,Portland Trail Blazers,,5-Jan-86,SG,7-Jun,210,23,1983,2,1985-1986,1986,1
0,Dominique Wilkins,Atlanta Hawks,,29-Dec-85,SF,7-Jun,200,26,1982,3,1985-1986,1986,1
0,Larry Nance,Phoenix Suns,,22-Dec-85,PF,10-Jun,205,27,1981,4,1985-1986,1986,1
0,Alvin Robertson,San Antonio Spurs,,15-Dec-85,SG,3-Jun,185,23,1984,1,1985-1986,1986,1
0,Jeff Ruland,Washington Bullets,,8-Dec-85,C,10-Jun,240,27,1980,4,1985-1986,1986,1
0,Larry Bird,Boston Celtics,,1-Dec-85,SF,9-Jun,220,29,1978,6,1985-1986,1986,1
0,Alex English,Denver Nuggets,,24-Nov-85,SF,7-Jun,190,32,1976,9,1985-1986,1986,1
0,Patrick Ewing,New York Knicks,,17-Nov-85,C,Jul-00,240,23,1985,0,1985-1986,1986,1
0,Buck Williams,New Jersey Nets,,10-Nov-85,PF,8-Jun,215,25,1981,4,1985-1986,1986,1
0,Derek Smith,Los Angeles Clippers,,3-Nov-85,SG,6-Jun,205,24,1982,3,1985-1986,1986,1
0,Julius Erving,Philadelphia Sixers,,19-Apr-87,SF,6-Jun,200,37,1972,14,1986-1987,1987,1
0,Michael Jordan,Chicago Bulls,,12-Apr-87,SG,6-Jun,215,24,1984,2,1986-1987,1987,1
0,Magic Johnson,Los Angeles Lakers,,5-Apr-87,PG,9-Jun,255,27,1979,7,1986-1987,1987,1
0,Larry Smith,Golden State Warriors,,29-Mar-87,PF,8-Jun,215,29,1980,6,1986-1987,1987,1
0,Magic Johnson,Los Angeles Lakers,,22-Mar-87,PG,9-Jun,255,27,1979,7,1986-1987,1987,1
0,Karl Malone,Utah Jazz,,15-Mar-87,PF,9-Jun,265,23,1985,1,1986-1987,1987,1
0,Magic Johnson,Los Angeles Lakers,,8-Mar-87,PG,9-Jun,255,27,1979,7,1986-1987,1987,1
0,Michael Jordan,Chicago Bulls,,1-Mar-87,SG,6-Jun,215,24,1984,2,1986-1987,1987,1
0,Moses Malone,Washington Bullets,,22-Feb-87,C,10-Jun,215,31,1976,10,1986-1987,1987,1
0,Magic Johnson,Los Angeles Lakers,,15-Feb-87,PG,9-Jun,255,27,1979,7,1986-1987,1987,1
0,Fat Lever,Denver Nuggets,,1-Feb-87,PG,3-Jun,170,26,1982,4,1986-1987,1987,1
0,Alex English,Denver Nuggets,,25-Jan-87,SF,7-Jun,190,33,1976,10,1986-1987,1987,1
0,Otis Thorpe,Sacramento Kings,,18-Jan-87,PF,9-Jun,225,24,1984,2,1986-1987,1987,1
0,Isiah Thomas,Detroit Pistons,,11-Jan-87,PG,1-Jun,180,25,1981,5,1986-1987,1987,1
0,Larry Bird,Boston Celtics,,4-Jan-87,SF,9-Jun,220,30,1978,7,1986-1987,1987,1
0,Patrick Ewing,New York Knicks,,28-Dec-86,C,Jul-00,240,24,1985,1,1986-1987,1987,1
0,Magic Johnson,Los Angeles Lakers,,21-Dec-86,PG,9-Jun,255,27,1979,7,1986-1987,1987,1
0,Dominique Wilkins,Atlanta Hawks,,14-Dec-86,SF,7-Jun,200,27,1982,4,1986-1987,1987,1
0,Tom Chambers,Seattle SuperSonics,,7-Dec-86,PF,10-Jun,220,27,1981,5,1986-1987,1987,1
0,Hot Rod Williams,Cleveland Cavaliers,,30-Nov-86,FC,11-Jun,215,24,1985,0,1986-1987,1987,1
0,Alvin Robertson,San Antonio Spurs,,23-Nov-86,SG,3-Jun,185,24,1984,2,1986-1987,1987,1
0,Robert Parish,Boston Celtics,,16-Nov-86,C,Jul-00,230,33,1976,9,1986-1987,1987,1
0,Michael Jordan,Chicago Bulls,,9-Nov-86,SG,6-Jun,215,24,1984,2,1986-1987,1987,1
0,Karl Malone,Utah Jazz,,24-Apr-88,PF,9-Jun,265,24,1985,2,1987-1988,1988,1
0,Fat Lever,Denver Nuggets,,17-Apr-88,PG,3-Jun,170,27,1982,5,1987-1988,1988,1
0,Harold Pressley,Sacramento Kings,,10-Apr-88,GF,7-Jun,210,24,1986,1,1987-1988,1988,1
0,Michael Jordan,Chicago Bulls,,3-Apr-88,SG,6-Jun,215,25,1984,3,1987-1988,1988,1
0,Michael Jordan,Chicago Bulls,,27-Mar-88,SG,6-Jun,215,25,1984,3,1987-1988,1988,1
0,Charles Barkley,Philadelphia Sixers,,20-Mar-88,PF,6-Jun,252,25,1984,3,1987-1988,1988,1
0,Clyde Drexler,Portland Trail Blazers,,13-Mar-88,SG,7-Jun,210,25,1983,4,1987-1988,1988,1
0,Bobby Hansen,Utah Jazz,,6-Mar-88,SG,6-Jun,190,27,1983,4,1987-1988,1988,1
0,Roy Tarpley,Dallas Mavericks,,28-Feb-88,PF,11-Jun,230,23,1986,1,1987-1988,1988,1
0,John Stockton,Utah Jazz,,21-Feb-88,PG,1-Jun,170,25,1984,3,1987-1988,1988,1
0,Dominique Wilkins,Atlanta Hawks,,14-Feb-88,SF,7-Jun,200,28,1982,5,1987-1988,1988,1
0,Bernard King,Washington Bullets,,31-Jan-88,SF,7-Jun,205,31,1977,10,1987-1988,1988,1
0,Michael Jordan,Chicago Bulls,,24-Jan-88,SG,6-Jun,215,25,1984,3,1987-1988,1988,1
0,Dominique Wilkins,Atlanta Hawks,,17-Jan-88,SF,7-Jun,200,28,1982,5,1987-1988,1988,1
0,Byron Scott,Los Angeles Lakers,,10-Jan-88,SG,3-Jun,195,26,1983,4,1987-1988,1988,1
0,Karl Malone,Utah Jazz,,3-Jan-88,PF,9-Jun,265,24,1985,2,1987-1988,1988,1
0,Dominique Wilkins,Atlanta Hawks,,27-Dec-87,SF,7-Jun,200,28,1982,5,1987-1988,1988,1
0,Larry Nance,Phoenix Suns,,20-Dec-87,PF,10-Jun,205,29,1981,6,1987-1988,1988,1
0,Magic Johnson,Los Angeles Lakers,,13-Dec-87,PG,9-Jun,255,28,1979,8,1987-1988,1988,1
0,Clyde Drexler,Portland Trail Blazers,,6-Dec-87,SG,7-Jun,210,25,1983,4,1987-1988,1988,1
0,Clyde Drexler,Portland Trail Blazers,,29-Nov-87,SG,7-Jun,210,25,1983,4,1987-1988,1988,1
0,Xavier McDaniel,Seattle SuperSonics,,22-Nov-87,PF,7-Jun,205,24,1985,2,1987-1988,1988,1
0,Larry Bird,Boston Celtics,,15-Nov-87,SF,9-Jun,220,31,1978,8,1987-1988,1988,1
0,Xavier McDaniel,Seattle SuperSonics,,23-Apr-89,PF,7-Jun,205,25,1985,3,1988-1989,1989,1
0,Karl Malone,Utah Jazz,,16-Apr-89,PF,9-Jun,265,25,1985,3,1988-1989,1989,1
0,Clyde Drexler,Portland Trail Blazers,,9-Apr-89,SG,7-Jun,210,26,1983,5,1988-1989,1989,1
0,Michael Jordan,Chicago Bulls,,2-Apr-89,SG,6-Jun,215,26,1984,4,1988-1989,1989,1
0,Michael Jordan,Chicago Bulls,,26-Mar-89,SG,6-Jun,215,26,1984,4,1988-1989,1989,1
0,Kevin Johnson,Phoenix Suns,,19-Mar-89,PG,1-Jun,180,22,1987,1,1988-1989,1989,1
0,Isiah Thomas,Detroit Pistons,,12-Mar-89,PG,1-Jun,180,27,1981,7,1988-1989,1989,1
0,Chuck Person,Indiana Pacers,,5-Mar-89,SF,8-Jun,220,24,1986,2,1988-1989,1989,1
0,Patrick Ewing,New York Knicks,,26-Feb-89,C,Jul-00,240,26,1985,3,1988-1989,1989,1
0,Hakeem Olajuwon,Houston Rockets,,19-Feb-89,C,Jul-00,255,26,1984,4,1988-1989,1989,1
0,Ron Harper,Cleveland Cavaliers,,5-Feb-89,SG,6-Jun,185,25,1986,2,1988-1989,1989,1
0,Tom Chambers,Phoenix Suns,,29-Jan-89,PF,10-Jun,220,29,1981,7,1988-1989,1989,1
0,Chris Mullin,Golden State Warriors,,22-Jan-89,SF,7-Jun,215,25,1985,3,1988-1989,1989,1
0,Michael Jordan,Chicago Bulls,,15-Jan-89,SG,6-Jun,215,26,1984,4,1988-1989,1989,1
0,Dale Ellis,Seattle SuperSonics,,8-Jan-89,GF,7-Jun,205,28,1983,5,1988-1989,1989,1
0,Magic Johnson,Los Angeles Lakers,,1-Jan-89,PG,9-Jun,255,29,1979,9,1988-1989,1989,1
0,Clyde Drexler,Portland Trail Blazers,,25-Dec-88,SG,7-Jun,210,26,1983,5,1988-1989,1989,1
0,Robert Parish,Boston Celtics,,18-Dec-88,C,Jul-00,230,35,1976,11,1988-1989,1989,1
0,Michael Adams,Denver Nuggets,,11-Dec-88,PG,10-May,163,26,1985,3,1988-1989,1989,1
0,Magic Johnson,Los Angeles Lakers,,4-Dec-88,PG,9-Jun,255,29,1979,9,1988-1989,1989,1
0,Patrick Ewing,New York Knicks,,27-Nov-88,C,Jul-00,240,26,1985,3,1988-1989,1989,1
0,Michael Jordan,Chicago Bulls,,20-Nov-88,SG,6-Jun,215,26,1984,4,1988-1989,1989,1
0,Hakeem Olajuwon,Houston Rockets,,13-Nov-88,C,Jul-00,255,26,1984,4,1988-1989,1989,1
0,David Robinson,San Antonio Spurs,,22-Apr-90,C,1-Jul,250,24,1987,0,1989-1990,1990,1
0,Magic Johnson,Los Angeles Lakers,,15-Apr-90,PG,9-Jun,255,30,1979,10,1989-1990,1990,1
0,Charles Barkley,Philadelphia Sixers,,8-Apr-90,PF,6-Jun,252,27,1984,5,1989-1990,1990,1
0,Michael Jordan,Chicago Bulls,,1-Apr-90,SG,6-Jun,215,27,1984,5,1989-1990,1990,1
0,David Robinson,San Antonio Spurs,,25-Mar-90,C,1-Jul,250,24,1987,0,1989-1990,1990,1
0,Kevin Johnson,Phoenix Suns,,18-Mar-90,PG,1-Jun,180,23,1987,2,1989-1990,1990,1
0,Rony Seikaly,Miami Heat,,11-Mar-90,C,11-Jun,230,24,1988,1,1989-1990,1990,1
0,Hakeem Olajuwon,Houston Rockets,,4-Mar-90,C,Jul-00,255,27,1984,5,1989-1990,1990,1
0,David Robinson,San Antonio Spurs,,25-Feb-90,C,1-Jul,250,24,1987,0,1989-1990,1990,1
0,Tom Chambers,Phoenix Suns,,18-Feb-90,PF,10-Jun,220,30,1981,8,1989-1990,1990,1
0,Tim Hardaway,Golden State Warriors,,4-Feb-90,PG,Jun-00,175,23,1989,0,1989-1990,1990,1
0,Karl Malone,Utah Jazz,,28-Jan-90,PF,9-Jun,265,26,1985,4,1989-1990,1990,1
0,Alvin Robertson,Milwaukee Bucks,,21-Jan-90,SG,3-Jun,185,27,1984,5,1989-1990,1990,1
0,Ron Harper,Los Angeles Clippers,,14-Jan-90,SG,6-Jun,185,26,1986,3,1989-1990,1990,1
0,Terry Teagle,Golden State Warriors,,7-Jan-90,SG,5-Jun,195,29,1982,7,1989-1990,1990,1
0,Karl Malone,Utah Jazz,,30-Dec-89,PF,9-Jun,265,26,1985,4,1989-1990,1990,1
0,Terry Cummings,San Antonio Spurs,,24-Dec-89,PF,9-Jun,220,28,1982,7,1989-1990,1990,1
0,Chris Mullin,Golden State Warriors,,17-Dec-89,SF,7-Jun,215,26,1985,4,1989-1990,1990,1
0,Michael Jordan,Chicago Bulls,,10-Dec-89,SG,6-Jun,215,27,1984,5,1989-1990,1990,1
0,Patrick Ewing,New York Knicks,,3-Dec-89,C,Jul-00,240,27,1985,4,1989-1990,1990,1
0,Clyde Drexler,Portland Trail Blazers,,26-Nov-89,SG,7-Jun,210,27,1983,6,1989-1990,1990,1
0,John Stockton,Utah Jazz,,19-Nov-89,PG,1-Jun,170,27,1984,5,1989-1990,1990,1
0,Vern Fleming,Indiana Pacers,,12-Nov-89,G,5-Jun,185,28,1984,5,1989-1990,1990,1
0,Scott Skiles,Orlando Magic,,21-Apr-91,PG,1-Jun,180,26,1986,4,1990-1991,1991,1
0,Clyde Drexler,Portland Trail Blazers,,14-Apr-91,SG,7-Jun,210,28,1983,7,1990-1991,1991,1
0,Magic Johnson,Los Angeles Lakers,,7-Apr-91,PG,9-Jun,255,31,1979,11,1990-1991,1991,1
0,Clyde Drexler,Portland Trail Blazers,,31-Mar-91,SG,7-Jun,210,28,1983,7,1990-1991,1991,1
0,Mitch Richmond,Golden State Warriors,,24-Mar-91,SG,5-Jun,215,25,1988,2,1990-1991,1991,1
0,Kenny Smith,Houston Rockets,,17-Mar-91,PG,3-Jun,170,25,1987,3,1990-1991,1991,1
0,Dennis Scott,Orlando Magic,,10-Mar-91,SF,8-Jun,229,22,1990,0,1990-1991,1991,1
0,Gerald Wilkins,New York Knicks,,3-Mar-91,SG,6-Jun,185,27,1985,5,1990-1991,1991,1
0,Reggie Miller,Indiana Pacers,,24-Feb-91,SG,7-Jun,185,25,1987,3,1990-1991,1991,1
0,Lionel Simmons,Sacramento Kings,,17-Feb-91,SF,7-Jun,210,22,1990,0,1990-1991,1991,1
0,Otis Thorpe,Houston Rockets,,3-Feb-91,PF,9-Jun,225,28,1984,6,1990-1991,1991,1
0,Michael Adams,Denver Nuggets,,27-Jan-91,PG,10-May,163,28,1985,5,1990-1991,1991,1
0,Tim Hardaway,Golden State Warriors,,20-Jan-91,PG,Jun-00,175,24,1989,1,1990-1991,1991,1
0,Bernard King,Washington Bullets,,13-Jan-91,SF,7-Jun,205,34,1977,13,1990-1991,1991,1
0,Dominique Wilkins,Atlanta Hawks,,6-Jan-91,SF,7-Jun,200,31,1982,8,1990-1991,1991,1
0,Ricky Pierce,Milwaukee Bucks,,30-Dec-90,SG,4-Jun,205,31,1982,8,1990-1991,1991,1
0,Michael Jordan,Chicago Bulls,,23-Dec-90,SG,6-Jun,215,28,1984,6,1990-1991,1991,1
0,Kevin Johnson,Phoenix Suns,,16-Dec-90,PG,1-Jun,180,24,1987,3,1990-1991,1991,1
0,John Stockton,Utah Jazz,,9-Dec-90,PG,1-Jun,170,28,1984,6,1990-1991,1991,1
0,Michael Jordan,Chicago Bulls,,2-Dec-90,SG,6-Jun,215,28,1984,6,1990-1991,1991,1
0,Charles Barkley,Philadelphia Sixers,,25-Nov-90,PF,6-Jun,252,28,1984,6,1990-1991,1991,1
0,Clyde Drexler,Portland Trail Blazers,,18-Nov-90,SG,7-Jun,210,28,1983,7,1990-1991,1991,1
0,Chris Mullin,Golden State Warriors,,11-Nov-90,SF,7-Jun,215,27,1985,5,1990-1991,1991,1
0,Karl Malone,Utah Jazz,,19-Apr-92,PF,9-Jun,265,28,1985,6,1991-1992,1992,1
0,Reggie Lewis,Boston Celtics,,12-Apr-92,SF,7-Jun,195,26,1987,4,1991-1992,1992,1
0,Mookie Blaylock,New Jersey Nets,,5-Apr-92,PG,1-Jun,190,24,1989,2,1991-1992,1992,1
0,Mark Jackson,New York Knicks,,29-Mar-92,PG,1-Jun,180,26,1987,4,1991-1992,1992,1
0,Larry Johnson,Charlotte Hornets,,22-Mar-92,F,6-Jun,250,22,1991,0,1991-1992,1992,1
0,Joe Dumars,Detroit Pistons,,15-Mar-92,SG,3-Jun,190,28,1985,6,1991-1992,1992,1
0,Karl Malone,Utah Jazz,,8-Mar-92,PF,9-Jun,265,28,1985,6,1991-1992,1992,1
0,Danny Manning,Los Angeles Clippers,,1-Mar-92,F,10-Jun,230,25,1988,3,1991-1992,1992,1
0,Tim Hardaway,Golden State Warriors,,23-Feb-92,PG,Jun-00,175,25,1989,2,1991-1992,1992,1
0,John Stockton,Utah Jazz,,16-Feb-92,PG,1-Jun,170,29,1984,7,1991-1992,1992,1
0,Larry Nance,Cleveland Cavaliers,,2-Feb-92,PF,10-Jun,205,33,1981,10,1991-1992,1992,1
0,Nick Anderson,Orlando Magic,,26-Jan-92,GF,6-Jun,228,24,1989,2,1991-1992,1992,1
0,Tim Hardaway,Golden State Warriors,,19-Jan-92,PG,Jun-00,175,25,1989,2,1991-1992,1992,1
0,Michael Jordan,Chicago Bulls,,12-Jan-92,SG,6-Jun,215,29,1984,7,1991-1992,1992,1
0,Patrick Ewing,New York Knicks,,5-Jan-92,C,Jul-00,240,29,1985,6,1991-1992,1992,1
0,Scottie Pippen,Chicago Bulls,,29-Dec-91,SF,8-Jun,228,26,1987,4,1991-1992,1992,1
0,Pervis Ellison,Washington Bullets,,22-Dec-91,C,9-Jun,210,24,1989,2,1991-1992,1992,1
0,Dennis Rodman,Detroit Pistons,,15-Dec-91,PF,7-Jun,210,30,1986,5,1991-1992,1992,1
0,Jeff Malone,Utah Jazz,,8-Dec-91,SG,4-Jun,205,30,1983,8,1991-1992,1992,1
0,David Robinson,San Antonio Spurs,,1-Dec-91,C,1-Jul,250,26,1987,2,1991-1992,1992,1
0,Kevin Willis,Atlanta Hawks,,24-Nov-91,C,Jul-00,245,29,1984,7,1991-1992,1992,1
0,Brad Daugherty,Cleveland Cavaliers,,17-Nov-91,C,Jul-00,245,26,1986,5,1991-1992,1992,1
0,Chris Mullin,Golden State Warriors,,10-Nov-91,SF,7-Jun,215,28,1985,6,1991-1992,1992,1
0,Larry Johnson,Charlotte Hornets,,25-Apr-93,F,6-Jun,250,23,1991,1,1992-1993,1993,1
0,Alonzo Mourning,Charlotte Hornets,,18-Apr-93,C,10-Jun,240,23,1992,0,1992-1993,1993,1
0,Hakeem Olajuwon,Houston Rockets,,11-Apr-93,C,Jul-00,255,30,1984,8,1992-1993,1993,1
0,Charles Barkley,Phoenix Suns,,4-Apr-93,PF,6-Jun,252,30,1984,8,1992-1993,1993,1
0,Dikembe Mutombo,Denver Nuggets,,28-Mar-93,C,2-Jul,260,26,1991,1,1992-1993,1993,1
0,Patrick Ewing,New York Knicks,,21-Mar-93,C,Jul-00,240,30,1985,7,1992-1993,1993,1
0,Rumeal Robinson,New Jersey Nets,,14-Mar-93,PG,2-Jun,195,26,1990,2,1992-1993,1993,1
0,Rony Seikaly,Miami Heat,,7-Mar-93,C,11-Jun,230,27,1988,4,1992-1993,1993,1
0,Hakeem Olajuwon,Houston Rockets,,28-Feb-93,C,Jul-00,255,30,1984,8,1992-1993,1993,1
0,Larry Johnson,Charlotte Hornets,,14-Feb-93,F,6-Jun,250,23,1991,1,1992-1993,1993,1
0,Nick Anderson,Orlando Magic,,7-Feb-93,GF,6-Jun,228,25,1989,3,1992-1993,1993,1
0,Karl Malone,Utah Jazz,,31-Jan-93,PF,9-Jun,265,29,1985,7,1992-1993,1993,1
0,Patrick Ewing,New York Knicks,,24-Jan-93,C,Jul-00,240,30,1985,7,1992-1993,1993,1
0,Hakeem Olajuwon,Houston Rockets,,17-Jan-93,C,Jul-00,255,30,1984,8,1992-1993,1993,1
0,Shawn Kemp,Seattle SuperSonics,,10-Jan-93,C,10-Jun,280,23,1989,3,1992-1993,1993,1
0,David Robinson,San Antonio Spurs,,3-Jan-93,C,1-Jul,250,27,1987,3,1992-1993,1993,1
0,Sean Elliott,San Antonio Spurs,,27-Dec-92,SF,8-Jun,205,25,1989,3,1992-1993,1993,1
0,Patrick Ewing,New York Knicks,,20-Dec-92,C,Jul-00,240,30,1985,7,1992-1993,1993,1
0,Charles Barkley,Phoenix Suns,,13-Dec-92,PF,6-Jun,252,30,1984,8,1992-1993,1993,1
0,Drazen Petrovic,New Jersey Nets,,6-Dec-92,SG,5-Jun,200,28,1986,3,1992-1993,1993,1
0,David Robinson,San Antonio Spurs,,29-Nov-92,C,1-Jul,250,27,1987,3,1992-1993,1993,1
0,Michael Jordan,Chicago Bulls,,22-Nov-92,SG,6-Jun,215,30,1984,8,1992-1993,1993,1
0,Shaquille O'Neal,Orlando Magic,,15-Nov-92,C,1-Jul,325,20,1992,0,1992-1993,1993,1
0,David Robinson,San Antonio Spurs,,24-Apr-94,C,1-Jul,250,28,1987,4,1993-1994,1994,1
0,Scottie Pippen,Chicago Bulls,,17-Apr-94,SF,8-Jun,228,28,1987,6,1993-1994,1994,1
0,Dikembe Mutombo,Denver Nuggets,,10-Apr-94,C,2-Jul,260,27,1991,2,1993-1994,1994,1
0,Shawn Kemp,Seattle SuperSonics,,3-Apr-94,C,10-Jun,280,24,1989,4,1993-1994,1994,1
0,Kevin Willis,Atlanta Hawks,,27-Mar-94,C,Jul-00,245,31,1984,9,1993-1994,1994,1
0,Hakeem Olajuwon,Houston Rockets,,20-Mar-94,C,Jul-00,255,31,1984,9,1993-1994,1994,1
0,Joe Dumars,Detroit Pistons,,13-Mar-94,SG,3-Jun,190,30,1985,8,1993-1994,1994,1
0,David Robinson,San Antonio Spurs,,6-Mar-94,C,1-Jul,250,28,1987,4,1993-1994,1994,1
0,Shawn Kemp,Seattle SuperSonics,,27-Feb-94,C,10-Jun,280,24,1989,4,1993-1994,1994,1
0,David Robinson,San Antonio Spurs,,20-Feb-94,C,1-Jul,250,28,1987,4,1993-1994,1994,1
0,David Robinson,San Antonio Spurs,,6-Feb-94,C,1-Jul,250,28,1987,4,1993-1994,1994,1
0,Ron Harper,Los Angeles Clippers,,30-Jan-94,SG,6-Jun,185,30,1986,7,1993-1994,1994,1
0,Kenny Anderson,New Jersey Nets,,23-Jan-94,PG,Jun-00,168,23,1991,2,1993-1994,1994,1
0,Patrick Ewing,New York Knicks,,16-Jan-94,C,Jul-00,240,31,1985,8,1993-1994,1994,1
0,Chris Webber,Golden State Warriors,,9-Jan-94,F-C,9-Jun,245,20,1993,0,1993-1994,1994,1
0,Oliver Miller,Phoenix Suns,,2-Jan-94,C,9-Jun,280,23,1992,1,1993-1994,1994,1
0,Scottie Pippen,Chicago Bulls,,26-Dec-93,SF,8-Jun,228,28,1987,6,1993-1994,1994,1
0,Karl Malone,Utah Jazz,,19-Dec-93,PF,9-Jun,265,30,1985,8,1993-1994,1994,1
0,Shaquille O'Neal,Orlando Magic,,12-Dec-93,C,1-Jul,325,21,1992,1,1993-1994,1994,1
0,David Robinson,San Antonio Spurs,,5-Dec-93,C,1-Jul,250,28,1987,4,1993-1994,1994,1
0,Glen Rice,Miami Heat,,28-Nov-93,SF,8-Jun,228,26,1989,4,1993-1994,1994,1
0,Charles Barkley,Phoenix Suns,,21-Nov-93,PF,6-Jun,252,31,1984,9,1993-1994,1994,1
0,Hakeem Olajuwon,Houston Rockets,,14-Nov-93,C,Jul-00,255,31,1984,9,1993-1994,1994,1
0,Karl Malone,Utah Jazz,,23-Apr-95,PF,9-Jun,265,31,1985,9,1994-1995,1995,1
0,Dikembe Mutombo,Denver Nuggets,,16-Apr-95,C,2-Jul,260,28,1991,3,1994-1995,1995,1
0,Clyde Drexler,Houston Rockets,,9-Apr-95,SG,7-Jun,210,32,1983,11,1994-1995,1995,1
0,David Robinson,San Antonio Spurs,,2-Apr-95,C,1-Jul,250,29,1987,5,1994-1995,1995,1
0,Vlade Divac,Los Angeles Lakers,,26-Mar-95,C,1-Jul,260,27,1989,5,1994-1995,1995,1
0,Jason Kidd,Dallas Mavericks,,19-Mar-95,PG,4-Jun,210,21,1994,0,1994-1995,1995,1
0,Rik Smits,Indiana Pacers,,12-Mar-95,C,4-Jul,250,28,1988,6,1994-1995,1995,1
0,Shaquille O'Neal,Orlando Magic,,5-Mar-95,C,1-Jul,325,22,1992,2,1994-1995,1995,1
0,Rod Strickland,Portland Trail Blazers,,26-Feb-95,PG,3-Jun,175,28,1988,6,1994-1995,1995,1
0,Charles Barkley,Phoenix Suns,,19-Feb-95,PF,6-Jun,252,32,1984,10,1994-1995,1995,1
0,Hakeem Olajuwon,Houston Rockets,,5-Feb-95,C,Jul-00,255,32,1984,10,1994-1995,1995,1
0,John Stockton,Utah Jazz,,29-Jan-95,PG,1-Jun,170,32,1984,10,1994-1995,1995,1
0,Patrick Ewing,New York Knicks,,22-Jan-95,C,Jul-00,240,32,1985,9,1994-1995,1995,1
