Active season,Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Real_value
0,Larry Johnson,Charlotte Hornets,,15-Jan-95,F,6-Jun,250,25,1991,3,1994-1995,1995,1
0,Gary Payton,Seattle SuperSonics,,8-Jan-95,G,4-Jun,180,26,1990,4,1994-1995,1995,1
0,Hakeem Olajuwon,Houston Rockets,,1-Jan-95,C,Jul-00,255,32,1984,10,1994-1995,1995,1
0,Cedric Ceballos,Los Angeles Lakers,,25-Dec-94,SF,6-Jun,190,25,1990,4,1994-1995,1995,1
0,Karl Malone,Utah Jazz,,18-Dec-94,PF,9-Jun,265,31,1985,9,1994-1995,1995,1
0,Jamal Mashburn,Dallas Mavericks,,11-Dec-94,SF,8-Jun,247,22,1993,1,1994-1995,1995,1
0,Shaquille O'Neal,Orlando Magic,,4-Dec-94,C,1-Jul,325,22,1992,2,1994-1995,1995,1
0,Penny Hardaway,Orlando Magic,,27-Nov-94,PG,7-Jun,195,23,1993,1,1994-1995,1995,1
0,Elliot Perry,Phoenix Suns,,20-Nov-94,PG,Jun-00,150,25,1991,3,1994-1995,1995,1
0,Tim Hardaway,Golden State Warriors,,13-Nov-94,PG,Jun-00,175,28,1989,5,1994-1995,1995,1
0,Dennis Scott,Orlando Magic,,21-Apr-96,SF,8-Jun,229,27,1990,5,1995-1996,1996,1
0,Juwan Howard,Washington Bullets,,14-Apr-96,PF,9-Jun,240,23,1994,1,1995-1996,1996,1
0,Kevin Johnson,Phoenix Suns,,7-Apr-96,PG,1-Jun,180,29,1987,8,1995-1996,1996,1
0,Arvydas Sabonis,Portland Trail Blazers,,31-Mar-96,C,3-Jul,279,31,1985,0,1995-1996,1996,1
0,Chris Gatling,Miami Heat,,24-Mar-96,PF,10-Jun,220,28,1991,4,1995-1996,1996,1
0,Grant Hill,Detroit Pistons,,17-Mar-96,SF,8-Jun,225,23,1994,1,1995-1996,1996,1
0,Michael Jordan,Chicago Bulls,,10-Mar-96,SG,6-Jun,215,33,1984,10,1995-1996,1996,1
0,Shaquille O'Neal,Orlando Magic,,3-Mar-96,C,1-Jul,325,23,1992,3,1995-1996,1996,1
0,Hakeem Olajuwon,Houston Rockets,,3-Mar-96,C,Jul-00,255,33,1984,11,1995-1996,1996,1
0,Shawn Kemp,Seattle SuperSonics,,25-Feb-96,C,10-Jun,280,26,1989,6,1995-1996,1996,1
0,Armen Gilliam,New Jersey Nets,,18-Feb-96,PF,9-Jun,230,31,1987,8,1995-1996,1996,1
0,Jason Kidd,Dallas Mavericks,,4-Feb-96,PG,4-Jun,210,22,1994,1,1995-1996,1996,1
0,Reggie Miller,Indiana Pacers,,28-Jan-96,SG,7-Jun,185,30,1987,8,1995-1996,1996,1
0,Michael Jordan,Chicago Bulls,,21-Jan-96,SG,6-Jun,215,33,1984,10,1995-1996,1996,1
0,David Robinson,San Antonio Spurs,,14-Jan-96,C,1-Jul,250,30,1987,6,1995-1996,1996,1
0,Cliff Robinson,Portland Trail Blazers,,7-Jan-96,PF,10-Jun,225,29,1989,6,1995-1996,1996,1
0,Karl Malone,Utah Jazz,,31-Dec-95,PF,9-Jun,265,32,1985,10,1995-1996,1996,1
0,Michael Jordan,Chicago Bulls,,24-Dec-95,SG,6-Jun,215,33,1984,10,1995-1996,1996,1
0,Scottie Pippen,Chicago Bulls,,17-Dec-95,SF,8-Jun,228,30,1987,8,1995-1996,1996,1
0,Dikembe Mutombo,Denver Nuggets,,10-Dec-95,C,2-Jul,260,29,1991,4,1995-1996,1996,1
0,Terrell Brandon,Cleveland Cavaliers,,3-Dec-95,PG,11-May,180,25,1991,4,1995-1996,1996,1
0,Shawn Kemp,Seattle SuperSonics,,26-Nov-95,C,10-Jun,280,26,1989,6,1995-1996,1996,1
0,Cedric Ceballos,Los Angeles Lakers,,19-Nov-95,SF,6-Jun,190,26,1990,5,1995-1996,1996,1
0,Penny Hardaway,Orlando Magic,,12-Nov-95,PG,7-Jun,195,24,1993,2,1995-1996,1996,1
0,Chris Webber,Washington Bullets,,20-Apr-97,F-C,9-Jun,245,24,1993,3,1996-1997,1997,1
0,Allen Iverson,Philadelphia Sixers,,13-Apr-97,G,Jun-00,165,21,1996,0,1996-1997,1997,1
0,Grant Hill,Detroit Pistons,,6-Apr-97,SF,8-Jun,225,24,1994,2,1996-1997,1997,1
0,Kevin Johnson,Phoenix Suns,,30-Mar-97,PG,1-Jun,180,30,1987,9,1996-1997,1997,1
0,Karl Malone,Utah Jazz,,23-Mar-97,PF,9-Jun,265,33,1985,11,1996-1997,1997,1
0,Karl Malone,Utah Jazz,,16-Mar-97,PF,9-Jun,265,33,1985,11,1996-1997,1997,1
0,Patrick Ewing,New York Knicks,,9-Mar-97,C,Jul-00,240,34,1985,11,1996-1997,1997,1
0,Loy Vaught,Los Angeles Clippers,,2-Mar-97,PF,9-Jun,230,30,1990,6,1996-1997,1997,1
0,Scottie Pippen,Chicago Bulls,,23-Feb-97,SF,8-Jun,228,31,1987,9,1996-1997,1997,1
0,Alonzo Mourning,Miami Heat,,16-Feb-97,C,10-Jun,240,27,1992,4,1996-1997,1997,1
0,Glen Rice,Charlotte Hornets,,2-Feb-97,SF,8-Jun,228,29,1989,7,1996-1997,1997,1
0,Mitch Richmond,Sacramento Kings,,26-Jan-97,SG,5-Jun,215,31,1988,8,1996-1997,1997,1
0,Grant Hill,Detroit Pistons,,19-Jan-97,SF,8-Jun,225,24,1994,2,1996-1997,1997,1
0,Glenn Robinson,Milwaukee Bucks,,12-Jan-97,SF,7-Jun,225,24,1994,2,1996-1997,1997,1
0,Glen Rice,Charlotte Hornets,,5-Jan-97,SF,8-Jun,228,29,1989,7,1996-1997,1997,1
0,Tim Hardaway,Miami Heat,,29-Dec-96,PG,Jun-00,175,30,1989,7,1996-1997,1997,1
0,Terrell Brandon,Cleveland Cavaliers,,22-Dec-96,PG,11-May,180,26,1991,5,1996-1997,1997,1
0,Shaquille O'Neal,Los Angeles Lakers,,15-Dec-96,C,1-Jul,325,24,1992,4,1996-1997,1997,1
0,Terry Mills,Detroit Pistons,,8-Dec-96,PF,10-Jun,230,29,1990,6,1996-1997,1997,1
0,Dikembe Mutombo,Atlanta Hawks,,1-Dec-96,C,2-Jul,260,30,1991,5,1996-1997,1997,1
0,Charles Barkley,Houston Rockets,,24-Nov-96,PF,6-Jun,252,34,1984,12,1996-1997,1997,1
0,Karl Malone,Utah Jazz,,24-Nov-96,PF,9-Jun,265,33,1985,11,1996-1997,1997,1
0,Dale Ellis,Denver Nuggets,,17-Nov-96,GF,7-Jun,205,36,1983,13,1996-1997,1997,1
0,Hakeem Olajuwon,Houston Rockets,,10-Nov-96,C,Jul-00,255,34,1984,12,1996-1997,1997,1
0,Jason Kidd,Phoenix Suns,,19-Apr-98,PG,4-Jun,210,24,1994,3,1997-1998,1998,1
0,Sam Cassell,New Jersey Nets,,12-Apr-98,G,3-Jun,185,28,1993,4,1997-1998,1998,1
0,Michael Jordan,Chicago Bulls,,5-Apr-98,SG,6-Jun,215,35,1984,12,1997-1998,1998,1
0,Alonzo Mourning,Miami Heat,,29-Mar-98,C,10-Jun,240,28,1992,5,1997-1998,1998,1
0,Shaquille O'Neal,Los Angeles Lakers,,22-Mar-98,C,1-Jul,325,25,1992,5,1997-1998,1998,1
0,Jason Kidd,Phoenix Suns,,15-Mar-98,PG,4-Jun,210,24,1994,3,1997-1998,1998,1
0,Karl Malone,Utah Jazz,,8-Mar-98,PF,9-Jun,265,34,1985,12,1997-1998,1998,1
0,Tim Duncan,San Antonio Spurs,,1-Mar-98,FC,11-Jun,250,21,1997,0,1997-1998,1998,1
0,Nick Anderson,Orlando Magic,,22-Feb-98,GF,6-Jun,228,30,1989,8,1997-1998,1998,1
0,Karl Malone,Utah Jazz,,15-Feb-98,PF,9-Jun,265,34,1985,12,1997-1998,1998,1
0,David Robinson,San Antonio Spurs,,1-Feb-98,C,1-Jul,250,32,1987,8,1997-1998,1998,1
0,Jayson Williams,New Jersey Nets,,25-Jan-98,FC,10-Jun,245,30,1990,7,1997-1998,1998,1
0,Allen Iverson,Philadelphia Sixers,,18-Jan-98,G,Jun-00,165,22,1996,1,1997-1998,1998,1
0,Steve Smith,Atlanta Hawks,,11-Jan-98,SG,7-Jun,200,28,1991,6,1997-1998,1998,1
0,Rik Smits,Indiana Pacers,,4-Jan-98,C,4-Jul,250,31,1988,9,1997-1998,1998,1
0,David Robinson,San Antonio Spurs,,28-Dec-97,C,1-Jul,250,32,1987,8,1997-1998,1998,1
0,Michael Jordan,Chicago Bulls,,21-Dec-97,SG,6-Jun,215,35,1984,12,1997-1998,1998,1
0,Glen Rice,Charlotte Hornets,,14-Dec-97,SF,8-Jun,228,30,1989,8,1997-1998,1998,1
0,Wesley Person,Cleveland Cavaliers,,7-Dec-97,SG,6-Jun,195,26,1994,3,1997-1998,1998,1
0,Karl Malone,Utah Jazz,,30-Nov-97,PF,9-Jun,265,34,1985,12,1997-1998,1998,1
0,Michael Jordan,Chicago Bulls,,23-Nov-97,SG,6-Jun,215,35,1984,12,1997-1998,1998,1
0,Shaquille O'Neal,Los Angeles Lakers,,16-Nov-97,C,1-Jul,325,25,1992,5,1997-1998,1998,1
0,Dikembe Mutombo,Atlanta Hawks,,9-Nov-97,C,2-Jul,260,31,1991,6,1997-1998,1998,1
0,Grant Hill,Detroit Pistons,,2-May-99,SF,8-Jun,225,26,1994,4,1998-1999,1999,1
0,Chris Webber,Sacramento Kings,,25-Apr-99,F-C,9-Jun,245,25,1993,5,1998-1999,1999,1
0,Jason Kidd,Phoenix Suns,,18-Apr-99,PG,4-Jun,210,25,1994,4,1998-1999,1999,1
0,Karl Malone,Utah Jazz,,11-Apr-99,PF,9-Jun,265,35,1985,13,1998-1999,1999,1
0,Kevin Garnett,Minnesota Timberwolves,,4-Apr-99,PF,11-Jun,240,22,1995,3,1998-1999,1999,1
0,Darrell Armstrong,Orlando Magic,,28-Mar-99,PG,Jun-00,170,30,1991,4,1998-1999,1999,1
0,Vince Carter,Toronto Raptors,,21-Mar-99,SF,6-Jun,220,22,1998,0,1998-1999,1999,1
0,Alonzo Mourning,Miami Heat,,14-Mar-99,C,10-Jun,240,29,1992,6,1998-1999,1999,1
0,Tim Duncan,San Antonio Spurs,,7-Mar-99,FC,11-Jun,250,22,1997,1,1998-1999,1999,1
0,Antonio McDyess,Denver Nuggets,,28-Feb-99,F,9-Jun,245,24,1995,3,1998-1999,1999,1
0,Stephon Marbury,Minnesota Timberwolves,,21-Feb-99,G,2-Jun,180,22,1996,2,1998-1999,1999,1
0,Gary Payton,Seattle SuperSonics,,14-Feb-99,G,4-Jun,180,30,1990,8,1998-1999,1999,1
0,Dikembe Mutombo,Atlanta Hawks,,7-Feb-99,C,2-Jul,260,32,1991,7,1998-1999,1999,1
0,Kobe Bryant,Los Angeles Lakers,,17-Apr-00,SG,6-Jun,212,21,1996,3,1999-2000,2000,1
0,Alonzo Mourning,Miami Heat,,10-Apr-00,C,10-Jun,240,30,1992,7,1999-2000,2000,1
0,Tim Duncan,San Antonio Spurs,,3-Apr-00,FC,11-Jun,250,23,1997,2,1999-2000,2000,1
0,Kevin Garnett,Minnesota Timberwolves,,27-Mar-00,PF,11-Jun,240,23,1995,4,1999-2000,2000,1
0,Jalen Rose,Indiana Pacers,,20-Mar-00,G,8-Jun,210,27,1994,5,1999-2000,2000,1
0,Shaquille O'Neal,Los Angeles Lakers,,13-Mar-00,C,1-Jul,325,27,1992,7,1999-2000,2000,1
0,Karl Malone,Utah Jazz,,6-Mar-00,PF,9-Jun,265,36,1985,14,1999-2000,2000,1
0,Vince Carter,Toronto Raptors,,28-Feb-00,SF,6-Jun,220,23,1998,1,1999-2000,2000,1
0,Shaquille O'Neal,Los Angeles Lakers,,22-Feb-00,C,1-Jul,325,27,1992,7,1999-2000,2000,1
0,Michael Finley,Dallas Mavericks,,7-Feb-00,G-F,7-Jun,225,26,1995,4,1999-2000,2000,1
0,Dikembe Mutombo,Atlanta Hawks,,31-Jan-00,C,2-Jul,260,33,1991,8,1999-2000,2000,1
0,Steve Francis,Houston Rockets,,24-Jan-00,G,3-Jun,195,23,1999,0,1999-2000,2000,1
0,Chris Webber,Sacramento Kings,,17-Jan-00,F-C,9-Jun,245,27,1993,6,1999-2000,2000,1
0,Grant Hill,Detroit Pistons,,10-Jan-00,SF,8-Jun,225,27,1994,5,1999-2000,2000,1
0,Chris Webber,Sacramento Kings,,3-Jan-00,F-C,9-Jun,245,27,1993,6,1999-2000,2000,1
0,Kevin Garnett,Minnesota Timberwolves,,27-Dec-99,PF,11-Jun,240,23,1995,4,1999-2000,2000,1
0,Jason Kidd,Phoenix Suns,,20-Dec-99,PG,4-Jun,210,26,1994,5,1999-2000,2000,1
0,Alonzo Mourning,Miami Heat,,13-Dec-99,C,10-Jun,240,30,1992,7,1999-2000,2000,1
0,Shaquille O'Neal,Los Angeles Lakers,,5-Dec-99,C,1-Jul,325,27,1992,7,1999-2000,2000,1
0,Tim Duncan,San Antonio Spurs,,28-Nov-99,FC,11-Jun,250,23,1997,2,1999-2000,2000,1
0,Vince Carter,Toronto Raptors,,21-Nov-99,SF,6-Jun,220,23,1998,1,1999-2000,2000,1
0,Kevin Garnett,Minnesota Timberwolves,,14-Nov-99,PF,11-Jun,240,23,1995,4,1999-2000,2000,1
0,Sam Cassell,Milwaukee Bucks,,7-Nov-99,G,3-Jun,185,30,1993,6,1999-2000,2000,1
0,Ray Allen,Milwaukee Bucks,,15-Apr-01,SG,5-Jun,205,25,1996,4,2000-2001,2001,1
0,Shaquille O'Neal,Los Angeles Lakers,,8-Apr-01,C,1-Jul,325,28,1992,8,2000-2001,2001,1
0,Jason Kidd,Phoenix Suns,,1-Apr-01,PG,4-Jun,210,27,1994,6,2000-2001,2001,1
0,Paul Pierce,Boston Celtics,,25-Mar-01,SF,7-Jun,235,23,1998,2,2000-2001,2001,1
0,Cuttino Mobley,Houston Rockets,,18-Mar-01,G,4-Jun,190,25,1998,2,2000-2001,2001,1
0,Derek Anderson,San Antonio Spurs,,11-Mar-01,G,5-Jun,194,26,1997,3,2000-2001,2001,1
0,Vince Carter,Toronto Raptors,,4-Mar-01,SF,6-Jun,220,24,1998,2,2000-2001,2001,1
0,Shawn Marion,Phoenix Suns,,25-Feb-01,F,7-Jun,228,22,1999,1,2000-2001,2001,1
0,Allen Iverson,Philadelphia Sixers,,18-Feb-01,G,Jun-00,165,25,1996,4,2000-2001,2001,1
0,Darrell Armstrong,Orlando Magic,,4-Feb-01,PG,Jun-00,170,32,1991,6,2000-2001,2001,1
0,Tim Duncan,San Antonio Spurs,,28-Jan-01,FC,11-Jun,250,24,1997,3,2000-2001,2001,1
0,Chris Webber,Sacramento Kings,,22-Jan-01,F-C,9-Jun,245,28,1993,7,2000-2001,2001,1
0,Steve Francis,Houston Rockets,,14-Jan-01,G,3-Jun,195,24,1999,1,2000-2001,2001,1
0,Allen Iverson,Philadelphia Sixers,,7-Jan-01,G,Jun-00,165,25,1996,4,2000-2001,2001,1
0,Aaron McKie,Philadelphia Sixers,,31-Dec-00,G,5-Jun,209,28,1994,6,2000-2001,2001,1
0,Kobe Bryant,Los Angeles Lakers,,24-Dec-00,SG,6-Jun,212,22,1996,4,2000-2001,2001,1
0,Glenn Robinson,Milwaukee Bucks,,17-Dec-00,SF,7-Jun,225,28,1994,6,2000-2001,2001,1
0,Chris Webber,Sacramento Kings,,10-Dec-00,F-C,9-Jun,245,28,1993,7,2000-2001,2001,1
0,Antonio McDyess,Denver Nuggets,,3-Dec-00,F,9-Jun,245,26,1995,5,2000-2001,2001,1
0,Baron Davis,Charlotte Hornets,,26-Nov-00,G,3-Jun,215,21,1999,1,2000-2001,2001,1
0,Kevin Garnett,Minnesota Timberwolves,,19-Nov-00,PF,11-Jun,240,24,1995,5,2000-2001,2001,1
0,Stephon Marbury,New Jersey Nets,,12-Nov-00,G,2-Jun,180,24,1996,4,2000-2001,2001,1
0,Karl Malone,Utah Jazz,,6-Nov-00,PF,9-Jun,265,37,1985,15,2000-2001,2001,1
0,John Stockton,Utah Jazz,,6-Nov-00,PG,1-Jun,170,38,1984,16,2000-2001,2001,1
0,Paul Pierce,Boston Celtics,East,7-Apr-02,SF,7-Jun,235,24,1998,3,2001-2002,2002,0.5
0,Tim Duncan,San Antonio Spurs,West,7-Apr-02,FC,11-Jun,250,25,1997,4,2001-2002,2002,0.5
0,Ben Wallace,Detroit Pistons,East,31-Mar-02,FC,9-Jun,240,27,1996,5,2001-2002,2002,0.5
0,Shawn Marion,Phoenix Suns,West,31-Mar-02,F,7-Jun,228,23,1999,2,2001-2002,2002,0.5
0,Jason Kidd,New Jersey Nets,East,24-Mar-02,PG,4-Jun,210,28,1994,7,2001-2002,2002,0.5
0,Tim Duncan,San Antonio Spurs,West,24-Mar-02,FC,11-Jun,250,25,1997,4,2001-2002,2002,0.5
0,Tracy McGrady,Orlando Magic,East,17-Mar-02,GF,8-Jun,210,22,1997,4,2001-2002,2002,0.5
0,Tim Duncan,San Antonio Spurs,West,17-Mar-02,FC,11-Jun,250,25,1997,4,2001-2002,2002,0.5
0,Kurt Thomas,New York Knicks,East,10-Mar-02,FC,9-Jun,240,29,1995,6,2001-2002,2002,0.5
0,Shaquille O'Neal,Los Angeles Lakers,West,10-Mar-02,C,1-Jul,325,29,1992,9,2001-2002,2002,0.5
0,Allen Iverson,Philadelphia Sixers,East,3-Mar-02,G,Jun-00,165,26,1996,5,2001-2002,2002,0.5
0,Rasheed Wallace,Portland Trail Blazers,West,3-Mar-02,FC,11-Jun,230,27,1995,6,2001-2002,2002,0.5
0,Ben Wallace,Detroit Pistons,East,24-Feb-02,FC,9-Jun,240,27,1996,5,2001-2002,2002,0.5
0,Shaquille O'Neal,Los Angeles Lakers,West,24-Feb-02,C,1-Jul,325,29,1992,9,2001-2002,2002,0.5
0,Andre Miller,Cleveland Cavaliers,East,17-Feb-02,PG,3-Jun,200,25,1999,2,2001-2002,2002,0.5
0,Karl Malone,Utah Jazz,West,17-Feb-02,PF,9-Jun,265,38,1985,16,2001-2002,2002,0.5
0,Jason Kidd,New Jersey Nets,East,3-Feb-02,PG,4-Jun,210,28,1994,7,2001-2002,2002,0.5
0,Shaquille O'Neal,Los Angeles Lakers,West,3-Feb-02,C,1-Jul,325,29,1992,9,2001-2002,2002,0.5
0,Allen Iverson,Philadelphia Sixers,East,27-Jan-02,G,Jun-00,165,26,1996,5,2001-2002,2002,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,27-Jan-02,PF,Jul-00,245,23,1998,3,2001-2002,2002,0.5
0,Allen Iverson,Philadelphia Sixers,East,20-Jan-02,G,Jun-00,165,26,1996,5,2001-2002,2002,0.5
0,Kobe Bryant,Los Angeles Lakers,West,20-Jan-02,SG,6-Jun,212,23,1996,5,2001-2002,2002,0.5
0,Ray Allen,Milwaukee Bucks,East,13-Jan-02,SG,5-Jun,205,26,1996,5,2001-2002,2002,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,13-Jan-02,PF,11-Jun,240,25,1995,6,2001-2002,2002,0.5
0,Eddie Jones,Miami Heat,East,6-Jan-02,G-F,6-Jun,200,30,1994,7,2001-2002,2002,0.5
0,Chris Webber,Sacramento Kings,West,6-Jan-02,F-C,9-Jun,245,28,1993,8,2001-2002,2002,0.5
0,Jason Kidd,New Jersey Nets,East,30-Dec-01,PG,4-Jun,210,28,1994,7,2001-2002,2002,0.5
0,Tim Duncan,San Antonio Spurs,West,30-Dec-01,FC,11-Jun,250,25,1997,4,2001-2002,2002,0.5
0,Jermaine O'Neal,Indiana Pacers,East,23-Dec-01,FC,11-Jun,235,23,1996,5,2001-2002,2002,0.5
0,Gary Payton,Seattle SuperSonics,West,23-Dec-01,G,4-Jun,180,33,1990,11,2001-2002,2002,0.5
0,Richard Hamilton,Washington Wizards,East,16-Dec-01,SG,7-Jun,193,24,1999,2,2001-2002,2002,0.5
0,Steve Nash,Dallas Mavericks,West,16-Dec-01,G,3-Jun,178,28,1996,5,2001-2002,2002,0.5
0,Andre Miller,Cleveland Cavaliers,East,9-Dec-01,PG,3-Jun,200,25,1999,2,2001-2002,2002,0.5
0,Elton Brand,Los Angeles Clippers,West,9-Dec-01,PF,9-Jun,254,22,1999,2,2001-2002,2002,0.5
0,Paul Pierce,Boston Celtics,East,2-Dec-01,SF,7-Jun,235,24,1998,3,2001-2002,2002,0.5
0,Stephon Marbury,Phoenix Suns,West,2-Dec-01,G,2-Jun,180,25,1996,5,2001-2002,2002,0.5
0,Shareef Abdur-Rahim,Atlanta Hawks,East,25-Nov-01,F,9-Jun,225,25,1996,5,2001-2002,2002,0.5
0,Tim Duncan,San Antonio Spurs,West,25-Nov-01,FC,11-Jun,250,25,1997,4,2001-2002,2002,0.5
0,Allen Iverson,Philadelphia Sixers,East,18-Nov-01,G,Jun-00,165,26,1996,5,2001-2002,2002,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,18-Nov-01,PF,11-Jun,240,25,1995,6,2001-2002,2002,0.5
0,Vince Carter,Toronto Raptors,East,11-Nov-01,SF,6-Jun,220,25,1998,3,2001-2002,2002,0.5
0,Tim Duncan,San Antonio Spurs,West,11-Nov-01,FC,11-Jun,250,25,1997,4,2001-2002,2002,0.5
0,Ray Allen,Milwaukee Bucks,East,4-Nov-01,SG,5-Jun,205,26,1996,5,2001-2002,2002,0.5
0,Kobe Bryant,Los Angeles Lakers,West,4-Nov-01,SG,6-Jun,212,23,1996,5,2001-2002,2002,0.5
0,Tracy McGrady,Orlando Magic,East,13-Apr-03,GF,8-Jun,210,23,1997,5,2002-2003,2003,0.5
0,Shawn Marion,Phoenix Suns,West,13-Apr-03,F,7-Jun,228,24,1999,3,2002-2003,2003,0.5
0,Jason Kidd,New Jersey Nets,East,6-Apr-03,PG,4-Jun,210,29,1994,8,2002-2003,2003,0.5
0,Shaquille O'Neal,Los Angeles Lakers,West,6-Apr-03,C,1-Jul,325,30,1992,10,2002-2003,2003,0.5
0,Richard Jefferson,New Jersey Nets,East,30-Mar-03,SF,7-Jun,233,22,2001,1,2002-2003,2003,0.5
0,Tim Duncan,San Antonio Spurs,West,30-Mar-03,FC,11-Jun,250,26,1997,5,2002-2003,2003,0.5
0,Ben Wallace,Detroit Pistons,East,23-Mar-03,FC,9-Jun,240,28,1996,6,2002-2003,2003,0.5
0,Peja Stojakovic,Sacramento Kings,West,23-Mar-03,F,10-Jun,229,25,1996,4,2002-2003,2003,0.5
0,Allen Iverson,Philadelphia Sixers,East,16-Mar-03,G,Jun-00,165,27,1996,6,2002-2003,2003,0.5
0,Steve Francis,Houston Rockets,West,16-Mar-03,G,3-Jun,195,26,1999,3,2002-2003,2003,0.5
0,Tracy McGrady,Orlando Magic,East,9-Mar-03,GF,8-Jun,210,23,1997,5,2002-2003,2003,0.5
0,Shaquille O'Neal,Los Angeles Lakers,West,9-Mar-03,C,1-Jul,325,30,1992,10,2002-2003,2003,0.5
0,Michael Jordan,Washington Wizards,East,2-Mar-03,SG,6-Jun,215,40,1984,14,2002-2003,2003,0.5
0,Ray Allen,Seattle SuperSonics,West,2-Mar-03,SG,5-Jun,205,27,1996,6,2002-2003,2003,0.5
0,Tracy McGrady,Orlando Magic,East,23-Feb-03,GF,8-Jun,210,23,1997,5,2002-2003,2003,0.5
0,Kobe Bryant,Los Angeles Lakers,West,23-Feb-03,SG,6-Jun,212,24,1996,6,2002-2003,2003,0.5
0,Allan Houston,New York Knicks,East,16-Feb-03,G,6-Jun,205,31,1993,9,2002-2003,2003,0.5
0,Tim Duncan,San Antonio Spurs,West,16-Feb-03,FC,11-Jun,250,26,1997,5,2002-2003,2003,0.5
0,Chauncey Billups,Detroit Pistons,East,2-Feb-03,G,3-Jun,210,26,1997,5,2002-2003,2003,0.5
0,Kobe Bryant,Los Angeles Lakers,West,2-Feb-03,SG,6-Jun,212,24,1996,6,2002-2003,2003,0.5
0,Paul Pierce,Boston Celtics,East,26-Jan-03,SF,7-Jun,235,25,1998,4,2002-2003,2003,0.5
0,Tim Duncan,San Antonio Spurs,West,26-Jan-03,FC,11-Jun,250,26,1997,5,2002-2003,2003,0.5
0,Antoine Walker,Boston Celtics,East,19-Jan-03,F,9-Jun,265,26,1996,6,2002-2003,2003,0.5
0,Steve Francis,Houston Rockets,West,19-Jan-03,G,3-Jun,195,26,1999,3,2002-2003,2003,0.5
0,Jermaine O'Neal,Indiana Pacers,East,12-Jan-03,FC,11-Jun,235,24,1996,6,2002-2003,2003,0.5
0,Kobe Bryant,Los Angeles Lakers,West,12-Jan-03,SG,6-Jun,212,24,1996,6,2002-2003,2003,0.5
0,Stephon Marbury,Phoenix Suns,West,12-Jan-03,G,2-Jun,180,26,1996,6,2002-2003,2003,0.5
0,Michael Jordan,Washington Wizards,East,5-Jan-03,SG,6-Jun,215,40,1984,14,2002-2003,2003,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,5-Jan-03,PF,Jul-00,245,24,1998,4,2002-2003,2003,0.5
0,Lucious Harris,New Jersey Nets,East,29-Dec-02,SG,5-Jun,190,32,1993,9,2002-2003,2003,0.5
0,Tim Duncan,San Antonio Spurs,West,29-Dec-02,FC,11-Jun,250,26,1997,5,2002-2003,2003,0.5
0,Jason Kidd,New Jersey Nets,East,22-Dec-02,PG,4-Jun,210,29,1994,8,2002-2003,2003,0.5
0,Tim Duncan,San Antonio Spurs,West,22-Dec-02,FC,11-Jun,250,26,1997,5,2002-2003,2003,0.5
0,Antoine Walker,Boston Celtics,East,15-Dec-02,F,9-Jun,265,26,1996,6,2002-2003,2003,0.5
0,Chris Webber,Sacramento Kings,West,15-Dec-02,F-C,9-Jun,245,29,1993,9,2002-2003,2003,0.5
0,Paul Pierce,Boston Celtics,East,8-Dec-02,SF,7-Jun,235,25,1998,4,2002-2003,2003,0.5
0,Kobe Bryant,Los Angeles Lakers,West,8-Dec-02,SG,6-Jun,212,24,1996,6,2002-2003,2003,0.5
0,Allen Iverson,Philadelphia Sixers,East,1-Dec-02,G,Jun-00,165,27,1996,6,2002-2003,2003,0.5
0,Stephon Marbury,Phoenix Suns,West,1-Dec-02,G,2-Jun,180,26,1996,6,2002-2003,2003,0.5
0,Allen Iverson,Philadelphia Sixers,East,24-Nov-02,G,Jun-00,165,27,1996,6,2002-2003,2003,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,24-Nov-02,PF,11-Jun,240,26,1995,7,2002-2003,2003,0.5
0,Metta World Peace,Indiana Pacers,East,17-Nov-02,SF,7-Jun,260,23,1999,3,2002-2003,2003,0.5
0,Rashard Lewis,Seattle SuperSonics,West,17-Nov-02,F,10-Jun,235,23,1998,4,2002-2003,2003,0.5
0,Jerry Stackhouse,Washington Wizards,East,10-Nov-02,SF,6-Jun,218,28,1995,7,2002-2003,2003,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,10-Nov-02,PF,Jul-00,245,24,1998,4,2002-2003,2003,0.5
0,Glenn Robinson,Atlanta Hawks,East,3-Nov-02,SF,7-Jun,225,30,1994,8,2002-2003,2003,0.5
0,Kobe Bryant,Los Angeles Lakers,West,3-Nov-02,SG,6-Jun,212,24,1996,6,2002-2003,2003,0.5
0,Jamaal Magloire,New Orleans Hornets,East,12-Apr-04,C,11-Jun,259,25,2000,3,2003-2004,2004,0.5
0,Carmelo Anthony,Denver Nuggets,West,12-Apr-04,F,8-Jun,240,19,2003,0,2003-2004,2004,0.5
0,Richard Jefferson,New Jersey Nets,East,5-Apr-04,SF,7-Jun,233,23,2001,2,2003-2004,2004,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,5-Apr-04,PF,Jul-00,245,25,1998,5,2003-2004,2004,0.5
